ca_total,nb_commandes,aov,nb_clients_uniques,taux_retention,review_score_moyen,taux_livraison_temps,taux_annulation,nb_vendeurs,delai_moyen_jours
15422461.77,96478,159.86,93358,3.0,4.16,93.23,0.63,31155,10.0
